租赁方式,户型,面积,装修,朝向,高低,楼层,小区名,区域,次级区域,详细地址,详情,亮点,描述,URL,价格,周期,押金
整租,2室1厅1卫,88,精装修,东,低层,16层,城华园,海淀,学院路,"
                                学清路21号                            ", 床 衣柜 沙发 电视 冰箱 洗衣机 空调 热水器 宽带 暖气 可做饭 阳台 独立卫生间 , 配套齐全 精装修 ,房源描述     【房源亮点】：小区环境好 人文素质高 采光好   【户型介绍】：干净整洁 南北通透   【交通出行】：   【周边配套】：圣熙八号购物中心 金码大厦服装市场 林大农大   【小区信息】：圣熙八号购物中心 金码大厦服装市场 林大农大        ,https://bj.58.com/zufang/37359702555793x.shtml,8000,元/月,押一付三
整租,2室1厅1卫,65,精装修,南北,中层,6层,小马厂北里,海淀,军博,"
                                莲花池东路                            ", 床 衣柜 沙发 电视 冰箱 洗衣机 空调 热水器 宽带 暖气 可做饭 阳台 独立卫生间 , 配套齐全 精装修 ,"房源描述  1本人主要负责 军博  附近租赁房源，此套房源不合适.还有多套相似房源供你选择，你只要一个电话说出你的需求，我还你一个舒适的家。 本人电话24小时开机，欢迎骚扰      2公司简介  是一个值得您信赖的交易平台，公司秉承以客户为导向的服务理念，以客户成功作为我们的服务目标，在交易的每个环节中力争使客户体验优值的服务，我们坚信取得客户成功是我们追求长远可持续发展的基石。 附件有 完善的配套让您的生活更 舒适、安逸！                                                                                                           3个人介绍 欢迎您致电，我是的置业顾问。很高兴能用自己的专业知识为您服务，为您带来愉悦的购房之旅！ 无论价位、户型或周边信息我都可以为您做专业详细的介绍，为您租房提供高品质一条龙服务，您的满意是我们工作的大动力!                                    4房源优势 户型正气 - 南向,精装，楼经典明厨明卫，格局周正合理，无浪费面积！ 性价比高 ，，风格清雅别致! 采光充足 - 楼间距大，无遮挡，采光非常棒！                     5  小区简介 军博地理位置优越，生活环境优雅，出行方便，多路公交经过，买菜，购物方便，小学、幼儿园非常",https://bj.58.com/zufang/36040892344775x.shtml,5900,元/月,押一付三
整租,2室1厅1卫,65,精装修,西南,低层,13层,文慧园北路26号院,海淀,小西天,"
                                文慧园北路26号                            ", 床 衣柜 沙发 电视 冰箱 洗衣机 空调 热水器 宽带 暖气 可做饭 阳台 独立卫生间 , 配套齐全 精装修 ,房源描述          首先，非常荣幸您能点击到我的帖子，我是德外旗舰店的黄子昂，员工编号8210848，电话同**，欢迎您的致电咨询。  客户的认可和信任是我的追求，只要您拨打电话，我一定会为您找到舒适温馨的房子；） 此房是业主直租，小区安静，干净整洁，家具家电齐全，周边配套设施齐全，交通便利，价格是业主报价，您要是看上房子了，价格还可以谈，看房请致电我，24不关机。 我是黄子昂，德外旗舰店的租赁经纪人，也是颜*担当。从业房地产经纪行业两年多时间，主要服务于德胜门，新风街，黄寺大街，六铺炕，小西天，北师大等周边众多社区，已经为数百位客户找到合适满意的家 如果您对这套房子不满意也没有关系，请点开右上角的我的头像，进入我的店铺，这里有更多不同居室，不同价位的好房子，让您不用到处东奔西跑，烦心费时，直接一步到位，为您节约宝贵的时间 地球不爆炸，我们不放假！！！租房买房请认准的小黄，我会竭诚为您服务！,https://jxjump.58.com/service?target=FCADV8oV3os7xtAj_6pMK7rUlr2F-i3f_Rs332SzXU4jBUlDZpk1zEffDjpdRkNz3Q5xoKYl4Bi0ja0TB1KFF_24Y0GjRiLU5pB7QyBP1ZKMCGY1MtFOWCeHhUT9oHN-l87sLeEvZYetOdm6K1uqyE0CETIukfCbRGVaWhwAwIAsnVFVGVkJ-frjEcIsiu1SCX0Xj5nAUzkdkwaS0JIPVUkeDSEgnTnuV4ut2oMzJts5psgWEZmQPL-MQBw&pubid=63985727&apptype=0&psid=194945934203461683579920911&entinfo=37412636839311_0&cookie=|||&fzbref=1&key=&params=rank0830gspanxuan0099^desc,7500,元/月,押一付三
整租,2室1厅1卫,75,精装修,南北,低层,6层,轮胎厂宿舍,海淀,西三旗,"
                                建材城西路9号                            ", 床 衣柜 沙发 电视 冰箱 洗衣机 空调 热水器 宽带 暖气 可做饭 阳台 独立卫生间 , 邻地铁 押一付一 配套齐全 精装修 ,房源描述 配套：美廉美超市 苏宁易购 肯德基 小区里有超市 北京师范大学附属小学 北医三院 邮政银行 工商银行 泰华龙旗广场购物中心 电影院 健身房等等  交通：地铁8号线育新站/地铁13号线霍营站   公交：307路 345路 407路 883路 889路 919路 运通103线 快速直达专线121路运通109先夜38路 315路 371路379路 432路 478路 606路 607路614路运通117线 运通119线 专89路 355路 379路 393路 398路 693路等等   新康园  北新家园 旗胜家园  建材城西一里  建材城西二里  知本时代  东村家园  沁春家园   上奥世纪中心  枫丹丽舍 育新花园 泰华龙旗 育新嘉园 建材城东一里 建材城东二里 北辰机械厂 常秀家园 建材城85号院 ,https://jxjump.58.com/service?target=FCADV8oV3os7xtAj_6pMK7rUlr2F-i3f_Rs33APY1MY2hwwvZpk1zEffDjpdRkNz3Q5xoKYl4Bi0ja0TSOzuxIPbCvfVI07XtU6xKyBP1ZKMCGY32R0XBDaa2haEHwJR-u5rgeEvZYetOdm5FMGHwQ6URh4ukfCbRGVaWhwAwIAsnVFVGVkJ-frjEcIsiu1SCX0Xj7SsXWXp8z78Eh8i-HoC5p0gnTnuV4ut2oMzJts5psgUpaoegYQrf_Q&pubid=63441037&apptype=0&psid=175438208203461690800838206&entinfo=37310813852699_0&cookie=|||&fzbref=1&key=&params=rank0830gspanxuan0099^desc,5600,元/月,押一付一
整租,1室1厅1卫,52.06,精装修,西,高层,14层,蜂鸟家园,海淀,万柳,"
                                万柳中路                            ", 床 衣柜 沙发 电视 冰箱 洗衣机 空调 热水器 宽带 暖气 可做饭 阳台 独立卫生间 , 邻地铁 配套齐全 精装修 , ,https://bj.58.com/zufang/37380438198683x.shtml,6500,元/月,押一付三
整租,2室2厅1卫,88.45,精装修,南北,低层,28层,金域华府,海淀,西二旗,"
                                龙域中路                            ", 床 衣柜 沙发 冰箱 洗衣机 热水器 , 精装修 ,"房源描述房屋情况: 1.房屋格局:客厅主卧室朝南,餐客厅分离 2.房屋装修:居家装修 3.房屋配套:家具家电齐全 交通:13号线 出行非常方便 负责区域:本人主要负责金域华府,融泽融泽嘉园,新龙城,龙腾苑六区,龙禧苑,回龙观新村,龙兴园附近房子的出租。随时欢迎致电。                 ",https://bj.58.com/zufang/36086312293642x.shtml,7000,元/月,押一付三
整租,2室1厅1卫,80,中等装修,南北,高层,6层,永泰东里,海淀,清河,"
                                北京市海淀区永泰中路(清河桥东500米)                            ", 床 衣柜 沙发 热水器 暖气 可做饭 阳台 独立卫生间 , 已传房本 邻地铁 配套齐全 南北通透 有阳台 首次出租 随时看房 ,"出租要求

一年起租
租户稳定
",https://bj.58.com/zufang/37236017064856x.shtml,6200,元/月,押一付三
整租,1室1厅1卫,65,精装修,南,低层,27层,农大小区北区,海淀,学院路,"
                                石板房南路                            ", 床 衣柜 沙发 电视 冰箱 洗衣机 空调 热水器 宽带 暖气 可做饭 阳台 独立卫生间 , 配套齐全 精装修 ,房源描述          您好！        房子在六道口 地铁旁 步行到地铁6FZ        业主 精心布置 新家电 空置中 随时住                  长期租可免中介费                          我是您的管家小米                  期待为您服务！,https://jxjump.58.com/service?target=FCADV8oV3os7xtAj_6pMK7rUlr2F-i3f_Rs33-B-KFlzOLSHZpk1zEffDjpdRkNz3Q5xoKYl4Bi0ja0TPbxMPEtp9qkVEz_Gv8tZqyBP1ZKMCGY3vuv-2rBAnMbNJVxeRU8J1eEvZYetOdm5vRvlk5rkul4ukfCbRGVaWhwAwIAsnVFVGVkJ-frjEcIsiu1SCX0XjyuUMEgDQk_HpkSTfjwaYdEgnTnuV4ut2oMzJts5psgUgpnUl8jLyqg&pubid=63961224&apptype=0&psid=130675478203461687016772706&entinfo=37399557136928_0&cookie=|||&fzbref=1&key=&params=rank0830gspanxuan0099^desc,7500,元/月,押一付三
整租,2室1厅1卫,101,简单装修,南,低层,24层,今日家园,海淀,五棵松,"
                                西翠路5号                            ", 床 衣柜 沙发 电视 冰箱 洗衣机 空调 热水器 宽带 暖气 可做饭 阳台 独立卫生间 , 配套齐全 普通装修 ,"房源描述【小区位置】：解放军总院南100米。今曰家园位于四环内.五棵松也是军政大院及军事政治要地。三横两纵一线（莲石路、复兴路、阜成路、西翠路、西四环和一号线地铁）。【小区外观】：采用现代建筑风格，紧凑型园林，外墙干化石材自然颜色，小区有喷泉，自然石块，在繁华中一份安静。【交通配套】：地铁：1号线五棵松，万寿路2、公交：青塔站、沙窝桥西站、沙窝桥西站,南沙窝桥站、沙窝桥东站、西翠路口西站、西翠路口东站、沙窝桥北等站。【生活配套】：购物：上品折扣，沃尔玛，成龙影院生活居住方便翠微大厦,城乡贸易、小区配套设施设施齐全；银行：建行,工行3、医疗：解放军总院、301；餐饮娱乐：餐饮娱乐等全方位生活设施。足不出户，即可享受“今日”现代生活。【生态配套】：1、安全管理:24小时保安站岗2、卫生服务:24小时卫生打扫3、小区入口:南门、北门、东北门4、绿地及所有楼下为8万平米地下三层车库，车位配置率达150％，电梯均可直达地下车库。，电梯入户，人车分流，出行便捷。",https://bj.58.com/zufang/37388744451467x.shtml,8500,元/月,押一付三
整租,2室1厅1卫,106.5,豪华装修,东北,低层,23层,都景苑,海淀,牡丹园,"
                                学院路                            ", , , ,https://jxjump.58.com/service?target=FCADV8oV3os7xtAj_6pMK7rUlr2F-i3f_Rs33ZGRwoCnmPyLZpk1zEffDjpdRkNz3Q5xoKYl4Bi0ja0QP8F28xvQ7jr9hx_yMvMqtyBP1ZKMCGY1LCIrAs64eHzWvjiRgaP2leEvZYetOdm63BuhRypVvZ4ukfCbRGVaWhwAwIAsnVFVGVkJ-frjEcIsiu1SCX0XjBlomH_HFShrJnQjsk0njIkgnTnuV4ut2oMzJts5psgWZGAfLB2zanA&pubid=63581795&apptype=0&psid=141308341203461696765084117&entinfo=37381823898382_0&cookie=|||&fzbref=1&key=&params=rank0830gspanxuan0099^desc,11000,元/月,面议
整租,1室1厅1卫,53,豪华装修,西,高层,14层,蜂鸟家园,海淀,万柳,"
                                万柳中路                            ", 床 衣柜 沙发 电视 冰箱 洗衣机 空调 热水器 宽带 暖气 可做饭 阳台 独立卫生间 , 邻地铁 配套齐全 ,房源描述【小区位置】本房小区位于万柳的中部，大型公园和昆玉河，地理位置优越。【小区外观】小区整体属于简约风格的小高层社区，共14层，全部是板楼，楼间距大，有大花园，适合！【户型特点】本房位于中间单元的高楼层，正对小区观景花园，房子视野好。蜂鸟A户型，北向的客卧室与厨房卫生间单独隔开，增加膈音效果，比较安静。。而且本房的装修好价格低。节省一部分租房成本。【装修情况】房子是当时开发商送的修，业主每次出租都挑租户，所以到现在房子都保持的很好！【业主心态】业主住附近，为了孩子而蜂鸟较小住不下所以寻找有缘人来保护爱屋【生态配套】小区有自己的临街商业，洗衣店、便利店、生活菜站水果店等，生活设施成熟，这也是为什么很多客户都喜欢万柳地区的原因。【交通配套】小区交通便利：距离小区800米有地铁10号线巴沟站，驾车出门就是1千米就是四环的火器营桥和蓝靛厂沿河快速路，很少堵车！【生活配套】小区周边2千米范围内就就有两个大型购物广场—金源时代购广场和华联。【服务介绍】：本人2012年入职万柳，一直都在蜂鸟家园店精通万柳13个小区的全部面积户型，能很快根据您的需求完成房源匹配；本人对于租赁与买卖交易过程中的把握严格，绝不为成单让客户冒险；后期和过户途中出现的疑难问题6年期间都有过亲身的经历和相应的处理方案，能给的置业提供尽心的帮助！                         ,https://bj.58.com/zufang/37393098698779x.shtml,7000,元/月,押一付三
整租,3室1厅1卫,85,精装修,南北,中层,12层,大牛坊(一期),海淀,西北旺,"
                                永丰路                            ", 床 衣柜 沙发 冰箱 洗衣机 空调 热水器 宽带 暖气 可做饭 阳台 独立卫生间 , 押一付一 配套齐全 精装修 ,"房源描述我们相信“真”的租房服务应该更便宜更好，也相信，更好的服务，能给中润置家带来更多的订单。
有需要咨询的可以随时来电！
户型：3室1厅1厨1卫1阳台：南北通透，格局方正，使用率高达90%
1：客厅宽敞舒适，落地阳台让充足的阳光不留余地的闯进来；
2：主卧次卧双向朝南，面积特别合理；
3：厨房宽敞，让您和家人有足够的空间展现私家厨艺；
4：连接客厅和厨房之间是您和家人享受美味的餐厅，让您热情的招待亲朋好友。
1：卧室配置：全实木新床，书架写字台，储物柜，衣柜，衣架，椅子，空调，装饰画；
2：公共区域：品牌的冰箱，热水器，全自动洗衣机，厨房燃气",https://bj.58.com/zufang/37403701631114x.shtml,5500,元/月,押一付一
